Year,Host City,Host Country,Country,Continent,Country Code,Participants,Notes,,,
1952,Helsinki,Finland,Australia,Oceania,AUS,87,,,,
1952,Helsinki,Finland,Yugoslavia,Europe,MKD,96,,,,
1952,Helsinki,Finland,Brazil,South America,BRA,97,,,,
1952,Helsinki,Finland,Czech Republic,Europe,CZE,99,Part of Czechoslovakia at this time,,,
1952,Helsinki,Finland,Slovakia,Europe,SVK,99,Part of Czechoslovakia at this time,,,
1952,Helsinki,Finland,Norway,Europe,NOR,102,,,,
1952,Helsinki,Finland,Netherlands,Europe,NLD,104,,,,
1952,Helsinki,Finland,Egypt,Africa,EGY,106,,,,
1952,Helsinki,Finland,Canada,North America,CAN,107,,,,
1952,Helsinki,Finland,Austria,Europe,AUT,112,,,,
1952,Helsinki,Finland,Romania,Europe,ROU,114,,,,
1952,Helsinki,Finland,Argentina,South America,ARG,123,,,,
1952,Helsinki,Finland,Poland,Europe,POL,125,,,,
1952,Helsinki,Finland,Denmark,Europe,DNK,129,,,,
1952,Helsinki,Finland,Belgium,Europe,BEL,135,,,,
1952,Helsinki,Finland,Switzerland,Europe,CHE,157,,,,
1952,Helsinki,Finland,Hungary,Europe,HUN,189,,,,
1952,Helsinki,Finland,Sweden,Europe,SWE,206,,,,
1952,Helsinki,Finland,Italy,Europe,ITA,231,,,,
1952,Helsinki,Finland,Germany,Europe,DEU,241,"36 members from Saarland, which was a separate country at the time",,,
1952,Helsinki,Finland,France,Europe,FRA,245,,,,
1952,Helsinki,Finland,Great Britain,Europe,GBR,257,,,,
1952,Helsinki,Finland,Finland,Europe,FIN,258,Host country,,,
1952,Helsinki,Finland,United States,North America,USA,286,,,,
1952,Helsinki,Finland,Russia,Europe,RUS,295,,,,
1956,Melbourne,Australia,Netherlands,Europe,NLD,1,"Competed in equestrian events at Stockholm, but did not attend the Games in Melbourne",,,
1956,Melbourne,Australia,Cambodia,Asia,KHM,2,"Competed in equestrian events at Stockholm, but did not attend the Games in Melbourne",,,
1956,Melbourne,Australia,Hong Kong,Asia,HKG,2,,,,
1956,Melbourne,Australia,Iceland,Europe,ISL,2,,,,
1956,Melbourne,Australia,Bermuda,North America,BMU,3,,,,
1956,Melbourne,Australia,Sri Lanka,Asia,LKA,3,,,,
1956,Melbourne,Australia,Egypt,Africa,EGY,3,"Competed in equestrian events at Stockholm, but did not attend the Games in Melbourne",,,
1956,Melbourne,Australia,Israel,Asia,ISR,3,,,,
1956,Melbourne,Australia,Uganda,Africa,UGA,3,,,,
1956,Melbourne,Australia,Bahamas,North America,BHS,4,,,,
1956,Melbourne,Australia,Guyana,South America,GUY,4,,,,
1956,Melbourne,Australia,Liberia,Africa,LBR,4,,,,
1956,Melbourne,Australia,Fiji,Oceania,FJI,5,,,,
1956,Melbourne,Australia,Jamaica,North America,JAM,6,,,,
1956,Melbourne,Australia,Spain,Europe,ESP,6,"Competed in equestrian events at Stockholm, but did not attend the Games in Melbourne",,,
1956,Melbourne,Australia,Trinidad and Tobago,North America,TTO,6,,,,
1956,Melbourne,Australia,Vietnam,Asia,VNM,6,,,,
1956,Melbourne,Australia,Peru,South America,PER,8,,,,
1956,Melbourne,Australia,Switzerland,Europe,CHE,9,"Competed in equestrian events at Stockholm, but did not attend the Games in Melbourne",,,
1956,Melbourne,Australia,Nigeria,Africa,NGA,10,,,,
1956,Melbourne,Australia,Puerto Rico,North America,PRI,10,,,,
1956,Melbourne,Australia,Myanmar,Asia,MMR,11,,,,
1956,Melbourne,Australia,Luxembourg,Europe,LUX,11,,,,
1956,Melbourne,Australia,Portugal,Europe,PRT,11,,,,
1956,Melbourne,Australia,Afghanistan,Asia,AFG,12,,,,
1956,Melbourne,Australia,Ethiopia,Africa,ETH,12,,,,
1956,Melbourne,Australia,China,Asia,CHN,13,,,,
1956,Melbourne,Australia,Greece,Europe,GRC,13,,,,
1956,Melbourne,Australia,Cuba,North America,CUB,16,,,,
1956,Melbourne,Australia,Iran,Asia,IRN,17,,,,
1956,Melbourne,Australia,Ireland,Europe,IRL,18,,,,
1956,Melbourne,Australia,Turkey,Asia,TUR,19,,,,
1956,Melbourne,Australia,Venezuela,South America,VEN,19,,,,
1956,Melbourne,Australia,Uruguay,South America,URY,21,,,,
1956,Melbourne,Australia,Indonesia,Asia,IDN,22,,,,
1956,Melbourne,Australia,Norway,Europe,NOR,22,,,,
1956,Melbourne,Australia,Mexico,North America,MEX,24,,,,
1956,Melbourne,Australia,Kenya,Africa,KEN,25,,,,
1956,Melbourne,Australia,Colombia,South America,COL,26,,,,
1956,Melbourne,Australia,Argentina,South America,ARG,28,,,,
1956,Melbourne,Australia,Austria,Europe,AUT,29,,,,
1956,Melbourne,Australia,Denmark,Europe,DNK,31,,,,
1956,Melbourne,Australia,Malaysia,Asia,MYS,34,Malaysia: 32; North Borneo: 2,,,
1956,Melbourne,Australia,Chile,South America,CHL,33,,,,
1956,Melbourne,Australia,South Korea,Asia,KOR,35,,,,
1956,Melbourne,Australia,Yugoslavia,Europe,MKD,35,,,,
1956,Melbourne,Australia,Thailand,Asia,THA,38,,,,
1956,Melbourne,Australia,Philippines,Asia,PHL,39,,,,
1956,Melbourne,Australia,Bulgaria,Europe,BGR,43,,,,
1956,Melbourne,Australia,Brazil,South America,BRA,44,,,,
1956,Melbourne,Australia,Romania,Europe,ROU,44,,,,
1956,Melbourne,Australia,South Africa,Africa,ZAF,50,,,,
1956,Melbourne,Australia,Belgium,Europe,BEL,51,,,,
1956,Melbourne,Australia,Singapore,Asia,SGP,52,,,,
1956,Melbourne,Australia,New Zealand,Oceania,NZL,53,,,,
1956,Melbourne,Australia,Pakistan,Asia,PAK,55,,,,
1956,Melbourne,Australia,India,Asia,IND,59,,,,
1956,Melbourne,Australia,Czech Republic,Europe,CZE,63,Part of Czechoslovakia at this time,,,
1956,Melbourne,Australia,Slovakia,Europe,SVK,63,Part of Czechoslovakia at this time,,,
1956,Melbourne,Australia,Poland,Europe,POL,64,,,,
1956,Melbourne,Australia,Finland,Europe,FIN,71,,,,
1956,Melbourne,Australia,Sweden,Europe,SWE,88,,,,
1956,Melbourne,Australia,Canada,North America,CAN,92,,,,
1956,Melbourne,Australia,Hungary,Europe,HUN,108,,,,
1956,Melbourne,Australia,Japan,Asia,JPN,110,,,,
1956,Melbourne,Australia,Italy,Europe,ITA,129,,,,
1956,Melbourne,Australia,France,Europe,FRA,137,,,,
1956,Melbourne,Australia,Germany,Europe,DEU,158,,,,
1956,Melbourne,Australia,Great Britain,Europe,GBR,189,,,,
1956,Melbourne,Australia,Russia,Europe,RUS,272,,,,
1956,Melbourne,Australia,Australia,Oceania,AUS,294,,,,
1956,Melbourne,Australia,United States,North America,USA,297,,,,
1960,Rome,Italy,Argentina,South America,ARG,1,,,,
1960,Rome,Italy,Haiti,North America,HTI,1,,,,
1960,Rome,Italy,Brazil,South America,BRA,2,,,,
1960,Rome,Italy,Fiji,Oceania,FJI,2,,,,
1960,Rome,Italy,Vietnam,Asia,VNM,3,,,,
1960,Rome,Italy,Hong Kong,Asia,HKG,4,,,,
1960,Rome,Italy,Liberia,Africa,LBR,4,,,,
1960,Rome,Italy,Guyana,South America,GUY,5,,,,
1960,Rome,Italy,Sri Lanka,Asia,LKA,5,,,,
1960,Rome,Italy,Liechtenstein,Europe,LIE,5,,,,
1960,Rome,Italy,Netherlands Antilles,North America,ANT,5,,,,
1960,Rome,Italy,Singapore,Asia,SGP,5,,,,
1960,Rome,Italy,Panama,North America,PAN,6,,,,
1960,Rome,Italy,Bermuda,North America,BMU,9,,,,
1960,Rome,Italy,Chile,South America,CHL,9,,,,
1960,Rome,Italy,Iceland,Europe,ISL,9,,,,
1960,Rome,Italy,Malaysia,Asia,MYS,9,,,,
1960,Rome,Italy,San Marino,Europe,SMR,9,,,,
1960,Rome,Italy,Myanmar,Asia,MMR,10,,,,
1960,Rome,Italy,Ethiopia,Africa,ETH,10,,,,
1960,Rome,Italy,Malta,Europe,MLT,10,,,,
1960,Rome,Italy,Sudan,Africa,SDN,10,,,,
1960,Rome,Italy,Uganda,Africa,UGA,10,,,,
1960,Rome,Italy,Monaco,Europe,MCO,11,,,,
1960,Rome,Italy,Afghanistan,Asia,AFG,12,,,,
1960,Rome,Italy,Cuba,North America,CUB,12,,,,
1960,Rome,Italy,Nigeria,Africa,NGA,12,,,,
1960,Rome,Italy,Bahamas,North America,BHS,13,,,,
1960,Rome,Italy,Ghana,Africa,GHA,13,,,,
1960,Rome,Italy,Zimbabwe,Africa,ZWE,14,"Known as ""Rhodesia"" at the time",,,
1960,Rome,Italy,Colombia,South America,COL,16,,,,
1960,Rome,Italy,Lebanon,Asia,LBN,19,,,,
1960,Rome,Italy,Thailand,Asia,THA,20,,,,
1960,Rome,Italy,Iraq,Asia,IRQ,21,,,,
1960,Rome,Italy,Indonesia,Asia,IDN,22,,,,
1960,Rome,Italy,Iran,Asia,IRN,23,,,,
1960,Rome,Italy,Israel,Asia,ISR,23,,,,
1960,Rome,Italy,China,Asia,CHN,27,,,,
1960,Rome,Italy,Kenya,Africa,KEN,27,,,,
1960,Rome,Italy,Puerto Rico,North America,PRI,27,,,,
1960,Rome,Italy,Peru,South America,PER,31,,,,
1960,Rome,Italy,Uruguay,South America,URY,34,,,,
1960,Rome,Italy,South Korea,Asia,KOR,35,,,,
1960,Rome,Italy,Venezuela,South America,VEN,36,,,,
1960,Rome,Italy,New Zealand,Oceania,NZL,37,,,,
1960,Rome,Italy,Norway,Europe,NOR,40,,,,
1960,Rome,Italy,Philippines,Asia,PHL,40,,,,
1960,Rome,Italy,Tunisia,Africa,TUN,42,,,,
1960,Rome,Italy,Pakistan,Asia,PAK,44,,,,
1960,Rome,Italy,India,Asia,IND,45,,,,
1960,Rome,Italy,Morocco,Africa,MAR,47,,,,
1960,Rome,Italy,Greece,Europe,GRC,48,,,,
1960,Rome,Italy,Ireland,Europe,IRL,49,,,,
1960,Rome,Italy,Turkey,Asia,TUR,49,,,,
1960,Rome,Italy,Luxembourg,Europe,LUX,52,,,,
1960,Rome,Italy,South Africa,Africa,ZAF,55,,,,
1960,Rome,Italy,Portugal,Europe,PRT,65,,,,
1960,Rome,Italy,Mexico,North America,MEX,69,,,,
1960,Rome,Italy,Egypt,Africa,EGY,74,,,,
1960,Rome,Italy,Canada,North America,CAN,85,,,,
1960,Rome,Italy,Bulgaria,Europe,BGR,98,,,,
1960,Rome,Italy,Romania,Europe,ROU,98,,,,
1960,Rome,Italy,Denmark,Europe,DNK,100,,,,
1960,Rome,Italy,Belgium,Europe,BEL,101,,,,
1960,Rome,Italy,Austria,Europe,AUT,103,,,,
1960,Rome,Italy,Netherlands,Europe,NLD,110,,,,
1960,Rome,Italy,Czech Republic,Europe,CZE,116,Part of Czechoslovakia at this time,,,
1960,Rome,Italy,Slovakia,Europe,SVK,116,Part of Czechoslovakia at this time,,,
1960,Rome,Italy,Yugoslavia,Europe,MKD,116,,,,
1960,Rome,Italy,Finland,Europe,FIN,117,,,,
1960,Rome,Italy,Sweden,Europe,SWE,134,,,,
1960,Rome,Italy,Spain,Europe,ESP,144,,,,
1960,Rome,Italy,Switzerland,Europe,CHE,149,,,,
1960,Rome,Italy,Japan,Asia,JPN,162,,,,
1960,Rome,Italy,Hungary,Europe,HUN,184,,,,
1960,Rome,Italy,Poland,Europe,POL,185,,,,
1960,Rome,Italy,Australia,Oceania,AUS,189,,,,
1960,Rome,Italy,France,Europe,FRA,238,,,,
1960,Rome,Italy,Great Britain,Europe,GBR,253,,,,
1960,Rome,Italy,Italy,Europe,ITA,280,Host country,,,
1960,Rome,Italy,Russia,Europe,RUS,283,,,,
1960,Rome,Italy,United States,North America,USA,292,,,,
1960,Rome,Italy,Germany,Europe,DEU,293,,,,
1964,Tokyo,Japan,Algeria,Africa,DZA,1,,,,
1964,Tokyo,Japan,Bolivia,South America,BOL,1,,,,
1964,Tokyo,Japan,Guyana,South America,GUY,1,,,,
1964,Tokyo,Japan,Cameroon,Africa,CMR,1,,,,
1964,Tokyo,Japan,Dominican Republic,North America,DOM,1,,,,
1964,Tokyo,Japan,Liberia,Africa,LBR,1,,,,
1964,Tokyo,Japan,Libya,Africa,LBY,1,Lone athlete withdrew from competition after the Opening Ceremony,,,
1964,Tokyo,Japan,Monaco,Europe,MCO,1,,,,
1964,Tokyo,Japan,Niger,Africa,NER,1,,,,
1964,Tokyo,Japan,Chad,Africa,TCD,2,,,,
1964,Tokyo,Japan,Congo,Africa,COG,2,,,,
1964,Tokyo,Japan,Costa Rica,North America,CRI,2,,,,
1964,Tokyo,Japan,Iran,Asia,IRN,2,,,,
1964,Tokyo,Japan,Liechtenstein,Europe,LIE,2,,,,
1964,Tokyo,Japan,Mali,Africa,MLI,2,,,,
1964,Tokyo,Japan,Madagascar,Africa,MDG,3,,,,
1964,Tokyo,Japan,Bermuda,North America,BMU,4,,,,
1964,Tokyo,Japan,Iceland,Europe,ISL,4,,,,
1964,Tokyo,Japan,Netherlands Antilles,North America,ANT,4,,,,
1964,Tokyo,Japan,Tanzania,Africa,TZA,4,,,,
1964,Tokyo,Japan,Lebanon,Asia,LBN,5,,,,
1964,Tokyo,Japan,Sri Lanka,Asia,LKA,6,,,,
1964,Tokyo,Japan,Nepal,Asia,NPL,6,,,,
1964,Tokyo,Japan,Afghanistan,Asia,AFG,8,,,,
1964,Tokyo,Japan,Greece,Europe,GRC,8,,,,
1964,Tokyo,Japan,Ivory Coast,Africa,CIV,9,,,,
1964,Tokyo,Japan,Tunisia,Africa,TUN,9,,,,
1964,Tokyo,Japan,Israel,Asia,ISR,10,,,,
1964,Tokyo,Japan,Panama,North America,PAN,10,,,,
1964,Tokyo,Japan,Bahamas,North America,BHS,11,,,,
1964,Tokyo,Japan,Myanmar,Asia,MMR,11,,,,
1964,Tokyo,Japan,Ethiopia,Africa,ETH,12,,,,
1964,Tokyo,Japan,Luxembourg,Europe,LUX,12,,,,
1964,Tokyo,Japan,Zambia,Africa,RNR,12,,,,
1964,Tokyo,Japan,Senegal,Africa,SEN,12,,,,
1964,Tokyo,Japan,Cambodia,Asia,KHM,13,,,,
1964,Tokyo,Japan,Iraq,Asia,IRQ,13,,,,
1964,Tokyo,Japan,Trinidad and Tobago,North America,TTO,13,,,,
1964,Tokyo,Japan,Uganda,Africa,UGA,13,,,,
1964,Tokyo,Japan,Chile,South America,CHL,14,,,,
1964,Tokyo,Japan,Venezuela,South America,VEN,16,,,,
1964,Tokyo,Japan,Vietnam,Asia,VNM,16,,,,
1964,Tokyo,Japan,Nigeria,Africa,NGA,18,,,,
1964,Tokyo,Japan,Colombia,South America,COL,20,,,,
1964,Tokyo,Japan,Morocco,Africa,MAR,20,,,,
1964,Tokyo,Japan,Portugal,Europe,PRT,20,,,,
1964,Tokyo,Japan,Jamaica,North America,JAM,21,,,,
1964,Tokyo,Japan,Mongolia,Asia,MNG,21,,,,
1964,Tokyo,Japan,Turkey,Asia,TUR,23,,,,
1964,Tokyo,Japan,Uruguay,South America,URY,23,,,,
1964,Tokyo,Japan,Ireland,Europe,IRL,25,,,,
1964,Tokyo,Japan,Norway,Europe,NOR,26,,,,
1964,Tokyo,Japan,Cuba,North America,CUB,27,,,,
1964,Tokyo,Japan,Zimbabwe,Africa,ZWE,29,"Known as ""Rhodesia"" at the time",,,
1964,Tokyo,Japan,Peru,South America,PER,31,,,,
1964,Tokyo,Japan,Puerto Rico,North America,PRI,32,,,,
1964,Tokyo,Japan,Ghana,Africa,GHA,33,,,,
1964,Tokyo,Japan,Kenya,Africa,KEN,37,,,,
1964,Tokyo,Japan,Hong Kong,Asia,HKG,39,,,,
1964,Tokyo,Japan,Taiwan,Asia,TWN,40,,,,
1964,Tokyo,Japan,Pakistan,Asia,PAK,41,,,,
1964,Tokyo,Japan,Philippines,Asia,PHL,47,,,,
1964,Tokyo,Japan,Spain,Europe,ESP,51,,,,
1964,Tokyo,Japan,India,Asia,IND,53,,,,
1964,Tokyo,Japan,Thailand,Asia,THA,54,,,,
1964,Tokyo,Japan,Austria,Europe,AUT,56,,,,
1964,Tokyo,Japan,Denmark,Europe,DNK,60,,,,
1964,Tokyo,Japan,Belgium,Europe,BEL,61,,,,
1964,Tokyo,Japan,Brazil,South America,BRA,61,,,,
1964,Tokyo,Japan,Malaysia,Asia,MYS,61,,,,
1964,Tokyo,Japan,Bulgaria,Europe,BGR,63,,,,
1964,Tokyo,Japan,New Zealand,Oceania,NZL,64,,,,
1964,Tokyo,Japan,Switzerland,Europe,CHE,66,,,,
1964,Tokyo,Japan,Egypt,Africa,EGY,73,,,,
1964,Tokyo,Japan,Yugoslavia,Europe,MKD,75,,,,
1964,Tokyo,Japan,Finland,Europe,FIN,89,,,,
1964,Tokyo,Japan,Mexico,North America,MEX,94,,,,
1964,Tokyo,Japan,Sweden,Europe,SWE,94,,,,
1964,Tokyo,Japan,Argentina,South America,ARG,102,,,,
1964,Tokyo,Japan,Czech Republic,Europe,CZE,104,Part of Czechoslovakia at this time,,,
1964,Tokyo,Japan,Slovakia,Europe,SVK,104,Part of Czechoslovakia at this time,,,
1964,Tokyo,Japan,Canada,North America,CAN,115,,,,
1964,Tokyo,Japan,Netherlands,Europe,NLD,125,,,,
1964,Tokyo,Japan,France,Europe,FRA,138,,,,
1964,Tokyo,Japan,Romania,Europe,ROU,138,,,,
1964,Tokyo,Japan,Poland,Europe,POL,140,,,,
1964,Tokyo,Japan,Australia,Oceania,AUS,143,,,,
1964,Tokyo,Japan,South Korea,Asia,KOR,154,,,,
1964,Tokyo,Japan,Italy,Europe,ITA,168,,,,
1964,Tokyo,Japan,Hungary,Europe,HUN,182,,,,
1964,Tokyo,Japan,Great Britain,Europe,GBR,204,,,,
1964,Tokyo,Japan,Russia,Europe,RUS,317,,,,
1964,Tokyo,Japan,Japan,Asia,JPN,328,Host country,,,
1964,Tokyo,Japan,Germany,Europe,DEU,337,,,,
1964,Tokyo,Japan,United States,North America,USA,346,,,,
1968,Mexico City,Mexico,Central African Republic,Africa,CAF,1,,,,
1968,Mexico City,Mexico,Fiji,Oceania,FJI,1,,,,
1968,Mexico City,Mexico,Libya,Africa,LBY,1,,,,
1968,Mexico City,Mexico,Malta,Europe,MLT,1,,,,
1968,Mexico City,Mexico,Paraguay,South America,PRY,1,,,,
1968,Mexico City,Mexico,Suriname,South America,SUR,1,,,,
1968,Mexico City,Mexico,Kuwait,Asia,KWT,2,,,,
1968,Mexico City,Mexico,Liechtenstein,Europe,LIE,2,,,,
1968,Mexico City,Mexico,Mali,Africa,MLI,2,,,,
1968,Mexico City,Mexico,Monaco,Europe,MCO,2,,,,
1968,Mexico City,Mexico,Niger,Africa,NER,2,,,,
1968,Mexico City,Mexico,Syria,Asia,SYR,2,,,,
1968,Mexico City,Mexico,Algeria,Africa,DZA,3,,,,
1968,Mexico City,Mexico,Sri Lanka,Asia,LKA,3,,,,
1968,Mexico City,Mexico,Chad,Africa,TCD,3,,,,
1968,Mexico City,Mexico,Iraq,Asia,IRQ,3,,,,
1968,Mexico City,Mexico,Sierra Leone,Africa,SLE,3,,,,
1968,Mexico City,Mexico,Bolivia,South America,BOL,4,,,,
1968,Mexico City,Mexico,Myanmar,Asia,MMR,4,,,,
1968,Mexico City,Mexico,Madagascar,Africa,MDG,4,,,,
1968,Mexico City,Mexico,San Marino,Europe,SMR,4,,,,
1968,Mexico City,Mexico,Singapore,Asia,SGP,4,,,,
1968,Mexico City,Mexico,Tanzania,Africa,TZA,4,,,,
1968,Mexico City,Mexico,Afghanistan,Asia,AFG,5,,,,
1968,Mexico City,Mexico,Cameroon,Africa,CMR,5,,,,
1968,Mexico City,Mexico,Congo,Africa,COG,5,,,,
1968,Mexico City,Mexico,Guyana,South America,GUY,5,,,,
1968,Mexico City,Mexico,Luxembourg,Europe,LUX,5,,,,
1968,Mexico City,Mexico,Netherlands Antilles,North America,ANT,5,,,,
1968,Mexico City,Mexico,Sudan,Africa,SDN,5,,,,
1968,Mexico City,Mexico,Bermuda,North America,BMU,6,,,,
1968,Mexico City,Mexico,Honduras,North America,HND,6,,,,
1968,Mexico City,Mexico,Indonesia,Asia,IDN,6,,,,
1968,Mexico City,Mexico,Virgin Islands,North America,VGB,6,,,,
1968,Mexico City,Mexico,Belize,North America,BLZ,7,,,,
1968,Mexico City,Mexico,Tunisia,Africa,TUN,7,,,,
1968,Mexico City,Mexico,Zambia,Africa,ZMB,7,,,,
1968,Mexico City,Mexico,Iceland,Europe,ISL,8,,,,
1968,Mexico City,Mexico,Barbados,North America,BRB,9,,,,
1968,Mexico City,Mexico,Vietnam,Asia,VNM,9,,,,
1968,Mexico City,Mexico,Ivory Coast,Africa,CIV,10,,,,
1968,Mexico City,Mexico,Hong Kong,Asia,HKG,11,,,,
1968,Mexico City,Mexico,Lebanon,Asia,LBN,11,,,,
1968,Mexico City,Mexico,Nicaragua,North America,NIC,11,,,,
1968,Mexico City,Mexico,Uganda,Africa,UGA,11,,,,
1968,Mexico City,Mexico,Iran,Asia,IRN,14,,,,
1968,Mexico City,Mexico,Ecuador,South America,ECU,15,,,,
1968,Mexico City,Mexico,Guinea,Africa,GIN,15,,,,
1968,Mexico City,Mexico,Pakistan,Asia,PAK,15,,,,
1968,Mexico City,Mexico,Bahamas,North America,BHS,16,,,,
1968,Mexico City,Mexico,Mongolia,Asia,MNG,16,,,,
1968,Mexico City,Mexico,Panama,North America,PAN,16,,,,
1968,Mexico City,Mexico,Costa Rica,North America,CRI,18,,,,
1968,Mexico City,Mexico,Dominican Republic,North America,DOM,18,,,,
1968,Mexico City,Mexico,Ethiopia,Africa,ETH,18,,,,
1968,Mexico City,Mexico,Trinidad and Tobago,North America,TTO,19,,,,
1968,Mexico City,Mexico,Portugal,Europe,PRT,20,,,,
1968,Mexico City,Mexico,Chile,South America,CHL,21,,,,
1968,Mexico City,Mexico,Senegal,Africa,SEN,21,,,,
1968,Mexico City,Mexico,Venezuela,South America,VEN,23,,,,
1968,Mexico City,Mexico,Morocco,Africa,MAR,24,,,,
1968,Mexico City,Mexico,India,Asia,IND,25,,,,
1968,Mexico City,Mexico,Jamaica,North America,JAM,25,,,,
1968,Mexico City,Mexico,Uruguay,South America,URY,27,,,,
1968,Mexico City,Mexico,Peru,South America,PER,28,,,,
1968,Mexico City,Mexico,Israel,Asia,ISR,29,,,,
1968,Mexico City,Mexico,Turkey,Asia,TUR,29,,,,
1968,Mexico City,Mexico,Egypt,Africa,EGY,30,,,,
1968,Mexico City,Mexico,Ghana,Africa,GHA,31,,,,
1968,Mexico City,Mexico,Ireland,Europe,IRL,31,,,,
1968,Mexico City,Mexico,Malaysia,Asia,MYS,31,,,,
1968,Mexico City,Mexico,Nigeria,Africa,NGA,36,,,,
1968,Mexico City,Mexico,Kenya,Africa,KEN,39,,,,
1968,Mexico City,Mexico,Thailand,Asia,THA,41,,,,
1968,Mexico City,Mexico,Austria,Europe,AUT,43,,,,
1968,Mexico City,Mexico,Colombia,South America,COL,43,,,,
1968,Mexico City,Mexico,Taiwan,Asia,TWN,43,,,,
1968,Mexico City,Mexico,Greece,Europe,GRC,44,,,,
1968,Mexico City,Mexico,Norway,Europe,NOR,46,,,,
1968,Mexico City,Mexico,Guatemala,North America,GTM,48,,,,
1968,Mexico City,Mexico,Philippines,Asia,PHL,49,,,,
1968,Mexico City,Mexico,New Zealand,Oceania,NZL,52,,,,
1968,Mexico City,Mexico,South Korea,Asia,KOR,54,,,,
1968,Mexico City,Mexico,Puerto Rico,North America,PRI,58,,,,
1968,Mexico City,Mexico,El Salvador,North America,SLV,60,,,,
1968,Mexico City,Mexico,Denmark,Europe,DNK,64,,,,
1968,Mexico City,Mexico,Finland,Europe,FIN,66,,,,
1968,Mexico City,Mexico,Yugoslavia,Europe,MKD,69,,,,
1968,Mexico City,Mexico,Brazil,South America,BRA,76,,,,
1968,Mexico City,Mexico,Belgium,Europe,BEL,82,,,,
1968,Mexico City,Mexico,Romania,Europe,ROU,82,,,,
1968,Mexico City,Mexico,Switzerland,Europe,CHE,85,,,,
1968,Mexico City,Mexico,Argentina,South America,ARG,89,,,,
1968,Mexico City,Mexico,Sweden,Europe,SWE,100,,,,
1968,Mexico City,Mexico,Netherlands,Europe,NLD,107,,,,
1968,Mexico City,Mexico,Bulgaria,Europe,BGR,112,,,,
1968,Mexico City,Mexico,Cuba,North America,CUB,115,,,,
1968,Mexico City,Mexico,Czech Republic,Europe,CZE,121,Part of Czechoslovakia at this time,,,
1968,Mexico City,Mexico,Slovakia,Europe,SVK,121,Part of Czechoslovakia at this time,,,
1968,Mexico City,Mexico,Spain,Europe,ESP,122,,,,
1968,Mexico City,Mexico,Australia,Oceania,AUS,128,,,,
1968,Mexico City,Mexico,Canada,North America,CAN,138,,,,
1968,Mexico City,Mexico,Hungary,Europe,HUN,167,,,,
1968,Mexico City,Mexico,Italy,Europe,ITA,167,,,,
1968,Mexico City,Mexico,Japan,Asia,JPN,171,,,,
1968,Mexico City,Mexico,Poland,Europe,POL,177,,,,
1968,Mexico City,Mexico,France,Europe,FRA,200,,,,
1968,Mexico City,Mexico,Great Britain,Europe,GBR,225,,,,
1968,Mexico City,Mexico,Germany,Europe,DEU,501,East Germany: 226; West Germany: 275,,,
1968,Mexico City,Mexico,Mexico,North America,MEX,275,Host country,,,
1968,Mexico City,Mexico,Russia,Europe,RUS,312,,,,
1968,Mexico City,Mexico,United States,North America,USA,357,,,,
1972,Munchen,Germany,Belize,North America,BLZ,1,,,,
1972,Munchen,Germany,Gabon,Africa,GAB,1,,,,
1972,Munchen,Germany,Burkina Faso,Africa,BFA,1,,,,
1972,Munchen,Germany,Lesotho,Africa,LSO,1,,,,
1972,Munchen,Germany,Fiji,Oceania,FJI,2,,,,
1972,Munchen,Germany,Nepal,Asia,NPL,2,,,,
1972,Munchen,Germany,Netherlands Antilles,North America,ANT,2,,,,
1972,Munchen,Germany,Suriname,South America,SUR,2,,,,
1972,Munchen,Germany,Swaziland,Africa,SWZ,2,,,,
1972,Munchen,Germany,VIetnam,Asia,VNM,2,,,,
1972,Munchen,Germany,Costa Rica,North America,CRI,3,,,,
1972,Munchen,Germany,Benin,Africa,BEN,3,,,,
1972,Munchen,Germany,Guyana,South America,GUY,3,,,,
1972,Munchen,Germany,Mali,Africa,MLI,3,,,,
1972,Munchen,Germany,Paraguay,South America,PRY,3,,,,
1972,Munchen,Germany,Somalia,Africa,SOM,3,,,,
1972,Munchen,Germany,Sri Lanka,Asia,LKA,4,,,,
1972,Munchen,Germany,Chad,Africa,TCD,4,,,,
1972,Munchen,Germany,Kuwait,Asia,KWT,4,,,,
1972,Munchen,Germany,Niger,Africa,NER,4,,,,
1972,Munchen,Germany,Albania,Europe,ALB,5,,,,
1972,Munchen,Germany,Algeria,Africa,DZA,5,,,,
1972,Munchen,Germany,Dominican Republic,North America,DOM,5,,,,
1972,Munchen,Germany,Liberia,Africa,LBR,5,,,,
1972,Munchen,Germany,Malta,Europe,MLT,5,,,,
1972,Munchen,Germany,Monaco,Europe,MCO,5,,,,
1972,Munchen,Germany,Syria,Asia,SYR,5,,,,
1972,Munchen,Germany,Congo,Africa,COG,6,,,,
1972,Munchen,Germany,Indonesia,Asia,IDN,6,,,,
1972,Munchen,Germany,Liechtenstein,Europe,LIE,6,,,,
1972,Munchen,Germany,Haiti,North America,HTI,7,,,,
1972,Munchen,Germany,Panama,North America,PAN,7,,,,
1972,Munchen,Germany,San Marino,Europe,SMR,7,,,,
1972,Munchen,Germany,Singapore,Asia,SGP,7,,,,
1972,Munchen,Germany,Togo,Africa,TGO,7,,,,
1972,Munchen,Germany,Afghanistan,Asia,AFG,8,,,,
1972,Munchen,Germany,Guatemala,North America,GTM,8,,,,
1972,Munchen,Germany,Nicaragua,North America,NIC,8,,,,
